t	XA	XB	YA	YB	XC	YC	x_bary	y_bary	ExcB	ExcC	rapport_axes
22.310000000000002	-0.006184830499598354	4.956328431994804	-0.0010135654389563326	0.24971112511656904	-5.82074754752556	2.161589317656431	9.306975110214646e-08	-1.4503534350829576e-07	0.010740124499837423	0.07560100938541729	1.2645819309798505
22.32	-0.006179966787342318	4.955122710543594	-0.0010515435435312854	0.2778913491487133	-5.831081082951586	2.1383313559870687	9.314429733740591e-08	-1.4518330267819977e-07	0.010740560621159006	0.07560857654901994	1.264593277997103
22.330000000000002	-0.006174877794518162	4.953757350304098	-0.0010894973366172669	0.3060625998465567	-5.841318330580462	2.11503803961258	9.321787146358933e-08	-1.4533764334934516e-07	0.010740997122028072	0.07561612067016954	1.264604658173317
22.34	-0.006169563662417839	4.952232423751768	-0.001127425501464186	0.33422397129579945	-5.851459197928538	2.091709780834784	9.329039558696596e-08	-1.4549837714130454e-07	0.010741434003426769	0.07562364142271567	1.264616071456738
22.35	-0.006164024539971305	4.950548008516323	-0.001165326722329717	0.3623745582256701	-5.86150359434538	2.068346991911998	9.336179215144494e-08	-1.456655167894852e-07	0.010741871266988183	0.07563113848138617	1.2646275177955204
22.36	-0.006158260583737677	4.948704187375503	-0.001203199684523517	0.39051345603835214	-5.871451431009967	2.0449500850506652	9.343198396627898e-08	-1.458390761178584e-07	0.010742308914887684	0.07563861152177674	1.264638997137721
22.37	-0.006152271957896193	4.946701048248672	-0.0012410430744513477	0.4186397608383551	-5.881302620926872	2.021519472397054	9.350089424372432e-08	-1.460190700477249e-07	0.010742746949868646	0.07564606022036068	1.264650509431301
22.380000000000003	-0.00614605883423684	4.9445386841902375	-0.0012788555796591095	0.4467525694618104	-5.891057078922425	1.9980555660289936	9.356844659579408e-08	-1.4620551458137408e-07	0.01074318537519067	0.07565348425451733	1.2646620546241407
22.39	-0.006139621392150801	4.942217193382909	-0.00131663588887678	0.4748509795057084	-5.900714721640827	1.974558777947659	9.363456509161384e-08	-1.463984268034907e-07	0.010743624194815476	0.07566088330252485	1.264673632664035
22.400000000000002	-0.006132959818620616	4.9397366791308075	-0.0013543826920622583	0.5029340893570635	-5.91027546754023	1.9510295200694066	9.369917423318075e-08	-1.4659782486838543e-07	0.010744063413117433	0.07566825704358283	1.2646852434986835
22.41	-0.006126074308210073	4.937097249852388	-0.0013920946804451217	0.5310009982220136	-5.919739236888782	1.9274682042176534	9.376219900968898e-08	-1.4680372799187816e-07	0.010744503035157282	0.07567560515780719	1.2646968870757067
22.42	-0.00611896506305387	4.934299019073214	-0.0014297705465702748	0.5590508061548467	-5.929105951760648	1.9038752421148077	9.382356493064438e-08	-1.4701615644545453e-07	0.010744943066516693	0.07568292732625864	1.2647085633426303
22.43	-0.006111632292847047	4.931342105418536	-0.001467408984341505	0.5870826140869614	-5.93837553603199	1.880251045374236	9.388319805616543e-08	-1.4723513154652618e-07	0.010745383513292973	0.07569022323094049	1.2647202722469
22.44	-0.0061040762148340975	4.928226632605767	-0.0015050086890649474	0.6150955238557544	-5.947547915376941	1.8565960254923008	9.39410249591071e-08	-1.4746067564652673e-07	0.010745824382207452	0.07569749255481391	1.2647320137358797
22.450000000000003	-0.00609629705379792	4.924952729436717	-0.0015425683574924332	0.6430886382334322	-5.956623017263499	1.8329105938404242	9.399697285275785e-08	-1.4769281212560933e-07	0.010746265680527861	0.07570473498180003	1.2647437877568588
22.46	-0.006088295042048467	4.921520529789734	-0.0015800866878647487	0.6710610609557596	-5.965600770949439	1.8091951616572044	9.405096951248996e-08	-1.4793156538258203e-07	0.010746707416032064	0.07571195019680405	1.26475559425703
22.470000000000002	-0.006080070419411146	4.9179301726116424	-0.0016175623799547807	0.6990118967507221	-5.9744811074781605	1.7854501400405887	9.410294335345992e-08	-1.48176960820407e-07	0.010747149597126747	0.07571913788571363	1.2647674331835221
22.48	-0.006071623433215007	4.91418180190955	-0.0016549941351105641	0.7269402513671223	-5.983263959674534	1.761675939940085	9.415282344186314e-08	-1.484290248397071e-07	0.010747592232702663	0.07572629773541341	1.2647793044833797
22.490000000000002	-0.006062954338280666	4.9102755667424525	-0.0016923806562982222	0.7548452316030989	-5.991949262140685	1.737872972149028	9.420053953237731e-08	-1.4868778482567178e-07	0.010748035332191349	0.07573342943379001	1.264791208103571
22.5	-0.00605406339690797	4.906211621212729	-0.0017297206481447986	0.7827259453345639	-6.000536951251772	1.714041647296884	9.424602204370515e-08	-1.4895326913571998e-07	0.010748478905668296	0.07574053266974429	1.2648031439909906
22.51	-0.006044950878863459	4.901990124457462	-0.0017670128169809706	0.810581501543574	-6.009026965151743	1.6901823758416155	9.428920213670778e-08	-1.4922550709841821e-07	0.010748922963625581	0.07574760713320365	1.2648151120924527
22.52	-0.0060356170613675665	4.897611240639568	-0.0018042558708836714	0.8384110103466123	-6.017419243749044	1.666295568062086	9.433001171916627e-08	-1.4950452897917532e-07	0.010749367517142196	0.07575465251513505	1.264827112354714
22.53	-0.0060260622290815415	4.893075138938819	-0.0018414485197185849	0.8662135830227958	-6.0257137287123115	1.6423816340505082	9.436838343106399e-08	-1.4979036598597806e-07	0.010749812577858099	0.07576166850752944	1.2648391447244443
22.540000000000003	-0.006016286674094222	4.888381993542698	-0.0018785894751825306	0.8939883320420045	-6.0339103634660365	1.6184409837049523	9.44042507244515e-08	-1.5008305025277968e-07	0.01075025815791729	0.07576865480345642	1.2648512091482473
22.55	-0.006006290695908485	4.883531983637067	-0.00191567745084574	0.9217343710929262	-6.042009093186184	1.5944740267218946	9.443754785738623e-08	-1.503826148213193e-07	0.01075070426995738	0.07577561109701943	1.2648633055726548
22.560000000000002	-0.005996074601427503	4.8785252933966925	-0.0019527111621940125	0.9494508151110229	-6.050009864795819	1.5704811725888166	9.446820991925557e-08	-1.5068909363316793e-07	0.010751150927186925	0.07578253708341993	1.2648754339441388
22.57	-0.005985638704940745	4.873362111975664	-0.0019896893266707484	0.977136780306414	-6.057912626960686	1.5464628305768455	9.449617280740177e-08	-1.5100252151446963e-07	0.010751598143359494	0.07578943245891395	1.2648875942091
22.580000000000002	-0.005974983328109765	4.868042633497602	-0.00202661066371888	1.0047913841916776	-6.065717330084765	1.522419409733451	9.452137333166042e-08	-1.5132293415613778e-07	0.010752045932623817	0.07579629692086459	1.264899786313869
22.59	-0.005964108799953749	4.86256705704574	-0.002063473894822675	1.0324137456095674	-6.073423926305806	1.4983513188751862	9.45437491827608e-08	-1.5165036810525165e-07	0.01075249430974569	0.07580313016771612	1.2649120102047071
22.6	-0.005953015456834808	4.8569355866528365	-0.002100277743549408	1.060002984760637	-6.081032369490845	1.4742589665804784	9.456323895050657e-08	-1.5198486074979774e-07	0.01075294328995298	0.07580993189903543	1.264924265827833
22.61	-0.005941703642443082	4.851148431290986	-0.0021370209355909236	1.0875582232307963	-6.088542615231668	1.4501427611824613	9.457978214780008e-08	-1.5232645030768565e-07	0.01075339288897679	0.0758167018154891	1.2649365531293753
22.62	-0.00593017370778156	4.845205804861205	-0.00217370219880508	1.1150785840187654	-6.095954620840297	1.426003110761864	9.459331925739249e-08	-1.5267517579471554e-07	0.010753843123056538	0.07582343961887675	1.2649488720554147
22.630000000000003	-0.005918426011150732	4.839107926182937	-0.002210320263257048	1.1425631915634527	-6.103268345344425	1.4018404231399408	9.460379171586758e-08	-1.530310770292316e-07	0.01075429400888304	0.07583014501213003	1.2649612225519824
22.64	-0.005906460918132981	4.832855018983361	-0.0022468738612605186	1.1700111717712365	-6.110483749482795	1.3776551058714461	9.461114194892072e-08	-1.5339419459278462e-07	0.01075474556365519	0.07583681769931529	1.2649736045650373
22.650000000000002	-0.005894278801576698	4.826447311886609	-0.0022833617274187396	1.197421652043165	-6.117600795700644	1.3534475662376735	9.461531336400013e-08	-1.537645698426315e-07	0.010755197805043717	0.07584345738564925	1.2649860180404773
22.66	-0.005881880041580308	4.8198850384027745	-0.002319782598665473	1.224793761302063	-6.124619448145052	1.3292182112395157	9.46162504604726e-08	-1.541422448644437e-07	0.01075565075120655	0.07585006377751491	1.264998462924144
22.67	-0.005869265025475944	4.813168436916792	-0.002356135214305767	1.252126630019548	-6.131539672660286	1.3049674475906008	9.46138987333097e-08	-1.54527262485997e-07	0.010756104420762911	0.0758566365824458	1.2650109391618354
22.68	-0.00585643414781294	4.8062977506772215	-0.002392418316056663	1.2794193902429631	-6.138361436783142	1.2806956817104505	9.460820471724051e-08	-1.5491966622804053e-07	0.010756558832762227	0.07586317550916151	1.265023446699283
22.69	-0.005843387810341117	4.799273227784819	-0.0024286306480877217	1.306671175622213	-6.145084709738232	1.2564033197177074	9.459911606055639e-08	-1.553195003151726e-07	0.010757014006751121	0.07586968026755635	1.2650359854821724
22.700000000000003	-0.005830126421993831	4.792095121181006	-0.0024647709570614264	1.3338811214365038	-6.151709462433295	1.2320907674233936	9.458658148896611e-08	-1.5572680964153574e-07	0.010757469962664933	0.07587615056871878	1.2650485554561344
22.71	-0.005816650398870827	4.784763688636198	-0.0025008379921734733	1.361048364621003	-6.1582356674544405	1.2077584303242237	9.457055084260638e-08	-1.561416397523113e-07	0.010757926720956611	0.07588258612493183	1.2650611565667451
22.720000000000002	-0.005802960164220828	4.777279192737968	-0.002536830505192905	1.3881720437933915	-6.164663299061441	1.18340671359596	9.455097508686366e-08	-1.5656403682954306e-07	0.010758384302457282	0.07588898664968656	1.2650737887595267
22.73	-0.005789056148423945	4.769641900879064	-0.002572747250502117	1.4152512992803294	-6.170992333182905	1.1590360220868285	9.452780633683143e-08	-1.5699404767520103e-07	0.010758842728432907	0.07589535185768756	1.265086451979969
22.740000000000002	-0.005774938788973871	4.761852085245355	-0.002608586985136733	1.442285273143831	-6.177222747411528	1.1346467603109613	9.450099784475683e-08	-1.5743171968683243e-07	0.01075930202063061	0.07590168146486141	1.2650991461734922
22.75	-0.005760608530459853	4.753910022803526	-0.002644348468825333	1.4692731092075313	-6.183354520999257	1.1102393324419044	9.447050407492754e-08	-1.5787710084224888e-07	0.01075976220109798	0.0759079751883614	1.2651118712854874
22.76	-0.005746065824548422	4.74581599528876	-0.0026800304640290473	1.4962139530828766	-6.189387634852496	1.0858141423061631	9.443628062943426e-08	-1.5833023968318544e-07	0.010760223292394512	0.07591423274657734	1.2651246272612868
22.77	-0.005731311129964973	4.737570289192161	-0.00271563173598101	1.5231069521951957	-6.195322071527252	1.0613715933767922	9.439828438041295e-08	-1.587911852823484e-07	0.010760685317462515	0.075920453859144	1.265137414046188
22.78	-0.005716344912475082	4.729173195748129	-0.00275115105272567	1.549951255809689	-6.201157815224242	1.0369120887670424	9.435647335771473e-08	-1.5925998724060142e-07	0.01076114829955994	0.07592663824695241	1.2651502315854355
22.790000000000003	-0.005701167644865626	4.720625010921571	-0.0027865871851579624	1.576746015057318	-6.206894851784079	1.0124360312240437	9.431080684738411e-08	-1.5973669565596127e-07	0.010761612262420197	0.07593278563214723	1.265163079824241
22.8	-0.0056857798069257035	4.711926035394974	-0.002821938907062339	1.6034903829605935	-6.212533168682323	0.9879438231225451	9.426124538191939e-08	-1.602213611034692e-07	0.010762077230117937	0.07593889573814029	1.2651759587077531
22.810000000000002	-0.005670181885427355	4.703076574555324	-0.0028572049951516455	1.6301835144592618	-6.218072755024612	0.9634358664586902	9.420775076905863e-08	-1.6071403461544126e-07	0.01076254322711536	0.07594496828961456	1.2651888681811094
22.82	-0.005654374374106059	4.694076938480941	-0.0028923842291058693	1.656824566435893	-6.223513601541701	0.9389125628438449	9.415028604935821e-08	-1.6121476766204302e-07	0.010763010278231178	0.07595100301253396	1.2652018081893852
22.830000000000002	-0.005638357773641012	4.684927441928139	-0.002927475391610731	1.6834126977413795	-6.228855700584563	0.9143743134984729	9.40888155695646e-08	-1.6172361213852008e-07	0.010763478408599238	0.07595699963416414	1.265214778677626
22.84	-0.005622132591635255	4.675628404317788	-0.0029624772683961246	1.7099470692203185	-6.23409904611941	0.8898215192460537	9.402330497265833e-08	-1.6224062032916132e-07	0.010763947643771584	0.0759629578830414	1.265227779590837
22.85	-0.005605699342595558	4.666180149721698	-0.002997388648274419	1.7364268437362982	-6.239243633722727	0.8652545805070516	9.395372121798245e-08	-1.627658448912828e-07	0.010764418009558473	0.0759688774890278	1.2652408108739939
22.86	-0.005589058547912102	4.65658300684893	-0.003032208323178621	1.7628511861970884	-6.244289460576293	0.8406738972929253	9.388003255483738e-08	-1.632993388335299e-07	0.010764889532182992	0.07597475818327637	1.2652538724720268
